,车站,拼音,路局,地区,经度x,纬度x,id,经度,纬度,省,市,区
492,古田会址,GU TIAN HUI ZHI,中国铁路南昌局,福建省 龙岩市 上杭县,115.984,26.4418,30890356,116.7669384,25.18495872,福建省,龙岩市,上杭县
507,冠豸山,GUAN ZHI SHAN,中国铁路南昌局,福建省 龙岩市 连城县,115.9323,27.0029,93296361,116.7160087,25.74067216,福建省,龙岩市,连城县
648,晋江,JIN JIANG,中国铁路南昌局,福建省 泉州市 晋江市,117.6957,26.0483,4480875,118.4531341,24.79523632,福建省,泉州市,晋江市
659,建宁县北,JIAN NING XIAN BEI,中国铁路南昌局,福建省 三明市 建宁县,116.0843,28.1916,37080526,116.8657439,26.91796064,福建省,三明市,建宁县
787,连江,LIAN JIANG,中国铁路南昌局,福建省 福州市 连江县,118.8219,27.4631,6540066,119.5625537,26.19645424,福建省,福州市,连江县
836,龙岩,LONG YAN,中国铁路南昌局,福建省 龙岩市 新罗区,116.2208,26.3536,4690674,117.0002101,25.09760544,福建省,龙岩市,新罗区
850,罗源,LUO YUAN,中国铁路南昌局,福建省 福州市 罗源县,118.8307,27.7273,6530479,119.5712226,26.45811792,福建省,福州市,罗源县
887,闽清北,MIN QING BEI,中国铁路南昌局,福建省 福州市 闽清县,118.1213,27.5571,22660045,118.8723926,26.28955184,福建省,福州市,闽清县
921,宁德,NING DE,中国铁路南昌局,福建省 宁德市 蕉城区,118.8388,27.9431,6520587,119.5792019,26.67184624,福建省,宁德市,蕉城区
941,南平市,WU YI SHAN DONG,中国铁路南昌局,福建省 南平市 建阳区,117.3252,28.7538,22620329,118.0881545,27.47476352,福建省,南平市,建阳区
980,平潭,PING TAN,中国铁路南昌局,福建省 福州市 平潭县,119.0406,26.8081,92186721,119.7779951,25.54774224,福建省,福州市,平潭县
981,莆田,PU TIAN,中国铁路南昌局,福建省 莆田市 秀屿区,118.3087,26.6097,4520869,119.0570004,25.35124688,福建省,莆田市,秀屿区
1025,清流,QING LIU,中国铁路南昌局,福建省 三明市 清流县,116.0277,27.4841,93196245,116.8099873,26.21725264,福建省,三明市,清流县
1043,泉州,QUAN ZHOU,中国铁路南昌局,福建省 泉州市 丰泽区,117.8071,26.2294,4490186,118.5628742,24.97459776,福建省,泉州市,丰泽区
1106,三明北,SAN MING BEI,中国铁路南昌局,福建省 三明市 沙县区,117.0336,27.6452,37120105,117.8008994,26.37680608,福建省,三明市,沙县区
1107,三明,SAN MING,中国铁路南昌局,福建省 三明市 三元区,116.814,27.4989,90319074,117.5845714,26.23191056,福建省,三明市,三元区
1144,邵武,SHAO WU,中国铁路南昌局,福建省 南平市 邵武市,116.7023,28.6304,31200677,117.4745357,27.35254816,福建省,南平市,邵武市
1147,松溪,SONG XI,中国铁路南昌局,福建省 南平市 松溪县,118.0711,28.8155,91127053,118.8229406,27.5358712,福建省,南平市,松溪县
1157,三元区,SAN YUAN QU,中国铁路南昌局,福建省 三明市 三元区,116.8313,27.51,31500211,117.6016136,26.242904,福建省,三明市,三元区
1222,泰宁,TAI NING,中国铁路南昌局,福建省 三明市 泰宁县,116.3704,28.2032,37090306,117.147581,26.92944928,福建省,三明市,泰宁县
1294,武夷山北,WU YI SHAN BEI,中国铁路南昌局,福建省 南平市 武夷山市,117.2756,29.062,22610302,118.0392936,27.7800048,福建省,南平市,武夷山市
1297,武夷山,WU YI SHAN,中国铁路南昌局,福建省 南平市 武夷山市,117.2611,29.0131,42580240,118.0250096,27.73157424,福建省,南平市,武夷山市
1355,厦门北,XIA MEN BEI,中国铁路南昌局,福建省 厦门市 集美区,117.3051,25.8878,4440472,118.068354,24.63627712,福建省,厦门市,集美区
1357,厦门,XIA MEN,中国铁路南昌局,福建省 厦门市 思明区,117.3477,25.7177,4460411,118.1103193,24.46781008,福建省,厦门市,思明区
1359,厦门高崎,XIA MEN GAO QI,中国铁路南昌局,福建省 厦门市 湖里区,117.3461,25.7879,4450627,118.1087431,24.53733616,福建省,厦门市,湖里区
1363,霞浦,XIA PU,中国铁路南昌局,福建省 宁德市 霞浦县,119.294,28.1854,6500279,120.0276194,26.91182016,福建省,宁德市,霞浦县
1413,永安南,YONG AN NAN,中国铁路南昌局,福建省 三明市 永安市,116.6112,27.2038,90328721,117.3847931,25.93964352,福建省,三明市,永安市
1476,延平东,YAN PING DONG,中国铁路南昌局,福建省 南平市 延平区,117.4475,27.8988,42710055,118.2086323,26.62797152,福建省,南平市,延平区
1479,延平,YAN PING,中国铁路南昌局,福建省 南平市 延平区,117.5074,27.8637,22640661,118.2676397,26.59320848,福建省,南平市,延平区
1481,延平西,YAN PING XI,中国铁路南昌局,福建省 南平市 延平区,117.344,27.8389,90309427,118.1066744,26.56864656,福建省,南平市,延平区
1507,永泰,YONG TAI,中国铁路南昌局,福建省 福州市 永泰县,118.178,27.1127,37160459,118.9282478,25.84941808,福建省,福州市,永泰县
1516,云霄,YUN XIAO,中国铁路南昌局,福建省 漳州市 云霄县,116.5824,25.1352,4400113,117.3564222,23.89090208,福建省,漳州市,云霄县
1520,尤溪,YOU XI,中国铁路南昌局,福建省 三明市 尤溪县,117.3733,27.4347,37130259,118.1355378,26.16832688,福建省,三明市,尤溪县
1531,诏安,ZHAO AN,中国铁路南昌局,福建省 漳州市 诏安县,116.3139,25.015,4390255,117.0919229,23.771856,福建省,漳州市,诏安县
1574,漳平,ZHANG PING,中国铁路南昌局,福建省 龙岩市 漳平市,116.6408,26.5645,30940430,117.4139521,25.3064808,福建省,龙岩市,漳平市
1576,漳平西,ZHANG PING XI,中国铁路南昌局,福建省 龙岩市 漳平市,116.5806,26.5814,90348015,117.3546491,25.32321856,福建省,龙岩市,漳平市
1601,漳州东,ZHANG ZHOU DONG,中国铁路南昌局,福建省 漳州市 龙文区,116.9715,25.8163,31880741,117.7397247,24.56546352,福建省,漳州市,龙文区
1604,漳州,ZHANG ZHOU,中国铁路南昌局,福建省 漳州市 龙海区,116.9423,25.7068,4420123,117.7109597,24.45701472,福建省,漳州市,龙海区
1634,安溪,AN XI DONG,中国铁路南昌局,福建省 泉州市 安溪县,117.4897,26.3181,98199912,118.2502035,25.06244624,福建省,泉州市,安溪县
1746,长汀,CHANG TING,中国铁路南昌局,福建省 龙岩市 长汀县,115.5492,27.0929,65790555,116.3386169,25.82980816,福建省,龙岩市,长汀县
1889,福安,FU AN,中国铁路南昌局,福建省 宁德市 福安市,118.9739,28.1088,6510015,119.7122889,26.83595552,福建省,宁德市,福安市
1912,福清西,FU QING XI,中国铁路南昌局,福建省 福州市 福清市,118.5544,26.9603,99267048,119.2990394,25.69848112,福建省,福州市,福清市
1996,古田北,GU TIAN BEI,中国铁路南昌局,福建省 宁德市 古田县,117.9056,27.7334,22650564,118.6599066,26.46415936,福建省,宁德市,古田县
1997,古田,GU TIAN,中国铁路南昌局,福建省 宁德市 古田县,117.8633,27.7003,42800698,118.6182368,26.43137712,福建省,宁德市,古田县
2009,光泽,GUANG ZE,中国铁路南昌局,福建省 南平市 光泽县,116.5715,28.8322,31160753,117.3456847,27.55241088,福建省,南平市,光泽县
2018,冠豸山南,GUAN ZHAI SHAN NAN,中国铁路南昌局,福建省 龙岩市 连城县,115.8898,26.7851,30880109,116.674142,25.52496304,福建省,龙岩市,连城县
2025,惠安,HUI AN,中国铁路南昌局,福建省 泉州市 惠安县,117.9553,26.3142,4500338,118.708866,25.05858368,福建省,泉州市,惠安县
2059,涵江,HAN JIANG,中国铁路南昌局,福建省 莆田市 涵江区,118.4234,26.7524,4530226,119.1699913,25.49257696,福建省,莆田市,涵江区
2176,将乐,JIANG LE,中国铁路南昌局,福建省 三明市 将乐县,116.6995,27.9686,37100549,117.4717775,26.69710144,福建省,三明市,将乐县
2180,角美,JIAO MEI,中国铁路南昌局,福建省 漳州市 龙海区,117.1086,25.7782,4430673,117.8747819,24.52772928,福建省,漳州市,龙海区
2186,建宁南,JIAN NING NAN,中国铁路南昌局,福建省 三明市 建宁县,116.0686,28.087,93212931,116.8502779,26.8143648,福建省,三明市,建宁县
2187,建瓯东,JIAN OU DONG,中国铁路南昌局,福建省 南平市 建瓯市,118.1323,28.4433,91160421,118.8832287,27.16724432,福建省,南平市,建瓯市
2188,建瓯,JIA OU,中国铁路南昌局,福建省 南平市 建瓯市,117.5286,28.301,42660381,118.2885239,27.0263104,福建省,南平市,建瓯市
2189,建瓯西,JIAN OU XI,中国铁路南昌局,福建省 南平市 建瓯市,117.5134,28.3252,22630400,118.2735503,27.05027808,福建省,南平市,建瓯市
2220,建阳,JIAN YANG,中国铁路南昌局,福建省 南平市 建阳区,117.3455,28.6345,42630422,118.1081521,27.3566088,福建省,南平市,建阳区
2221,蛟洋,JIAO YANG,中国铁路南昌局,福建省 龙岩市 上杭县,115.9487,26.4398,65780648,116.7321644,25.18297792,福建省,龙岩市,上杭县
2351,龙山镇,LONG SHAN ZHEN,中国铁路南昌局,福建省 漳州市 南靖县,116.5831,25.9444,30910031,117.3571118,24.69233376,福建省,漳州市,南靖县
2386,来舟,LAI ZHOU,中国铁路南昌局,福建省 南平市 延平区,117.2159,27.8989,31410234,117.9804831,26.62807056,福建省,南平市,延平区
2425,闽清,MIN QING,中国铁路南昌局,福建省 福州市 闽清县,118.1524,27.4818,42850646,118.9030292,26.21497472,福建省,福州市,闽清县
2437,麦园,MAI YUAN,中国铁路南昌局,福建省 龙岩市 漳平市,116.7256,26.8458,31650399,117.4974886,25.58508032,福建省,龙岩市,漳平市
2455,宁化,NING HUA,中国铁路南昌局,福建省 三明市 宁化县,115.9397,27.5162,93187902,116.7232985,26.24904448,福建省,三明市,宁化县
2461,南靖,NAN JING,中国铁路南昌局,福建省 漳州市 南靖县,116.6701,25.83,30920396,117.4428155,24.579032,福建省,漳州市,南靖县
2509,屏南,PING NAN,中国铁路南昌局,福建省 宁德市 屏南县,118.3742,28.1727,91193789,119.1215244,26.89924208,福建省,宁德市,屏南县
2553,泉港,QUAN GANG,中国铁路南昌局,福建省 泉州市 泉港区,118.1232,26.4321,99283722,118.8742643,25.17535184,福建省,泉州市,泉港区
2607,泉州东,QUAN ZHOU DONG,中国铁路南昌局,福建省 泉州市 惠安县,118.0126,26.1767,99300396,118.7653123,24.92240368,福建省,泉州市,惠安县
2610,泉州南,QUAN ZHOU NAN,中国铁路南昌局,福建省 泉州市 晋江市,117.8244,25.9903,99317070,118.5799164,24.73779312,福建省,泉州市,晋江市
2636,顺昌,SHUN CHANG,中国铁路南昌局,福建省 南平市 顺昌县,117.0429,28.0751,31330359,117.8100608,26.80257904,福建省,南平市,顺昌县
2655,上杭,SHANG HANG,中国铁路南昌局,福建省 龙岩市 上杭县,115.6019,26.3299,100167381,116.3905317,25.07413296,福建省,龙岩市,上杭县
2736,水茜,SHUI QIAN,中国铁路南昌局,福建省 三明市 宁化县,115.9533,27.7368,93246303,116.7366958,26.46752672,福建省,三明市,宁化县
2746,双洋,SHUANG YANG,中国铁路南昌局,福建省 龙岩市 漳平市,116.5941,26.8808,90338368,117.3679479,25.61974432,福建省,龙岩市,漳平市
2811,太姥山,TAI MU SHAN,中国铁路南昌局,福建省 宁德市 福鼎市,119.4884,28.4043,6490496,120.2191228,27.12861872,福建省,宁德市,福鼎市
2898,武平,WU PING,中国铁路南昌局,福建省 龙岩市 武平县,115.4237,26.2472,100184052,116.2149869,24.99222688,福建省,龙岩市,武平县
3045,仙游,XIAN YOU,中国铁路南昌局,福建省 莆田市 仙游县,118.1149,26.5092,4510717,118.866088,25.25171168,福建省,莆田市,仙游县
3056,永安,YONG AN,中国铁路南昌局,福建省 三明市 永安市,116.5985,27.2405,31570752,117.3722824,25.9759912,福建省,三明市,永安市
3085,永定,YONG DING,中国铁路南昌局,福建省 龙岩市 永定区,115.956,25.9878,4740122,116.7393556,24.73531712,福建省,龙岩市,永定区
3146,雁石南,YAN SHI NAN,中国铁路南昌局,福建省 龙岩市 新罗区,116.3714,26.4988,90357662,117.1485661,25.24141152,福建省,龙岩市,新罗区
3176,杨源,YANG YUAN,中国铁路南昌局,福建省 三明市 清流县,116.0118,27.1078,93288018,116.7943242,25.84456512,福建省,三明市,清流县
3203,政和,ZHENG HE,中国铁路南昌局,福建省 南平市 政和县,118.0939,28.6059,91143737,118.8454009,27.32828336,福建省,南平市,政和县
3223,周宁,ZHOU NING,中国铁路南昌局,福建省 宁德市 周宁县,118.6305,28.2117,91210473,119.3740056,26.93786768,福建省,宁德市,周宁县
3227,漳浦,ZHANG PU,中国铁路南昌局,福建省 漳州市 漳浦县,116.7866,25.3432,4410426,117.5575797,24.09690528,福建省,漳州市,漳浦县
3237,支提山,ZHI TI SHAN,中国铁路南昌局,福建省 宁德市 蕉城区,118.7161,28.0958,91218815,119.4583301,26.82308032,福建省,宁德市,蕉城区
3257,安溪东,AN XI DONG,中国铁路南昌局,福建省 泉州市 安溪县,117.4897,26.3181,98199912,118.2502035,25.06244624,福建省,泉州市,安溪县
3265,德化,DE HUA,中国铁路南昌局,福建省 泉州市 德化县,117.4153,26.7644,98149890,118.176912,25.50446176,福建省,泉州市,德化县
3267,大田北,DA TIAN BEI,中国铁路南昌局,福建省 三明市 大田县,117.0741,26.9675,98116542,117.8407959,25.705612,福建省,三明市,大田县
3289,明溪,MING XI,中国铁路南昌局,福建省 三明市 明溪县,116.4327,27.5067,98033172,117.2089528,26.23963568,福建省,三明市,明溪县
3291,南安北,NAN AN BEI,中国铁路南昌局,福建省 泉州市 南安市,117.5975,26.286,98216586,118.3563973,25.0306544,福建省,泉州市,南安市
3302,三元西,SAN YUAN XI,中国铁路南昌局,福建省 三明市 三元区,116.6049,27.441,98049846,117.378587,26.1745664,福建省,三明市,三元区
3315,永春,YONG CHUN,中国铁路南昌局,福建省 泉州市 永春县,117.3588,26.5891,98166564,118.1212539,25.33084464,福建省,泉州市,永春县
30,陈官营,CHEN GUAN YING,中国铁路兰州局,甘肃省 兰州市 西固区,102.6804,37.4476,10750741,103.661562,36.08510304,甘肃省,兰州市,西固区
40,丰水村,FENG SHUI CUN,中国铁路兰州局,甘肃省 兰州市 皋兰县,103.0106,37.8247,8060793,103.9868421,36.45858288,甘肃省,兰州市,皋兰县
43,甘草店,GAN CAO DIAN,中国铁路兰州局,甘肃省 兰州市 榆中县,103.3194,37.1523,10650816,104.2910409,35.79263792,甘肃省,兰州市,榆中县
79,龙泉寺,LONG QUAN SI,中国铁路兰州局,甘肃省 兰州市 永登县,102.4042,37.8472,10790795,103.3894774,36.48086688,甘肃省,兰州市,永登县
83,骆驼巷,LUO TUO XIANG,中国铁路兰州局,甘肃省 兰州市 榆中县,103.0734,37.387,10690291,104.0487063,36.0250848,甘肃省,兰州市,榆中县
85,兰州东,LAN ZHOU DONG,中国铁路兰州局,甘肃省 兰州市 城关区,102.9162,37.3911,10710652,103.8938486,36.02914544,甘肃省,兰州市,城关区
86,兰州,LAN ZHOU,中国铁路兰州局,甘肃省 兰州市 城关区,102.8739,37.395,10720412,103.8521789,36.033008,甘肃省,兰州市,城关区
87,兰州新区,LAN ZHOU XIN QU,中国铁路兰州局,甘肃省 兰州市 永登县,102.6378,37.8346,36640487,103.6195968,36.46838784,甘肃省,兰州市,永登县
88,兰州西,LAN ZHOU XI,中国铁路兰州局,甘肃省 兰州市 七里河区,102.773,37.4287,10730088,103.7527823,36.06638448,甘肃省,兰州市,七里河区
104,坡底下,PO DI XIA,中国铁路兰州局,甘肃省 兰州市 西固区,102.5321,37.4992,10760777,103.5154717,36.13620768,甘肃省,兰州市,西固区
108,邵家堂,SHAO JIA TANG,中国铁路兰州局,甘肃省 兰州市 皋兰县,102.8899,37.5489,8110327,103.8679405,36.18543056,甘肃省,兰州市,皋兰县
115,水源,SHUI YUAN,中国铁路兰州局,甘肃省 兰州市 皋兰县,102.9015,37.4855,8120670,103.8793677,36.1226392,甘肃省,兰州市,皋兰县
117,桑园子,SANG YUAN ZI,中国铁路兰州局,甘肃省 兰州市 榆中县,103.0012,37.4161,10700799,103.9775821,36.05390544,甘肃省,兰州市,榆中县
124,王家湾,WANG JIA WAN,中国铁路兰州局,甘肃省 兰州市 榆中县,103.284,37.2018,10660780,104.2561684,35.84166272,甘肃省,兰州市,榆中县
131,西固城,XI GU CHENG,中国铁路兰州局,甘肃省 兰州市 西固区,102.617,37.4693,10740291,103.5991067,36.10659472,甘肃省,兰州市,西固区
133,许家台,XU JIA TAI,中国铁路兰州局,甘肃省 兰州市 榆中县,103.237,37.2664,10670547,104.2098687,35.90564256,甘肃省,兰州市,榆中县
145,朱家窑,ZHU JIA YAO,中国铁路兰州局,甘肃省 兰州市 皋兰县,103.0234,37.8616,8050543,103.9994513,36.49512864,甘肃省,兰州市,皋兰县
237,白银西,BAI YIN XI,中国铁路兰州局,甘肃省 白银市 白银区,103.1245,37.9148,8030712,104.099045,36.54781792,甘肃省,白银市,白银区
283,长庆桥,CHANG QING QIAO,中国铁路兰州局,甘肃省 庆阳市 宁县,106.8294,36.6684,47340003,107.7487419,35.31338336,甘肃省,庆阳市,宁县
311,长征,CHANG ZHENG,中国铁路兰州局,甘肃省 白银市 平川区,103.8858,38.0911,60540896,104.8490016,36.72242544,甘肃省,白银市,平川区
327,东岔,DONG CHA,中国铁路西安局,甘肃省 天水市 麦积区,105.6001,35.789,84605371,106.5377585,34.4424256,甘肃省,天水市,麦积区
344,敦煌,DUN HUANG,中国铁路兰州局,甘肃省 酒泉市 敦煌市,93.6736,41.5693,48670401,94.78896336,40.16723472,甘肃省,酒泉市,敦煌市
382,定西北,DING XI BEI,中国铁路兰州局,甘肃省 定西市 安定区,103.619,36.9633,39742208,104.5861769,35.60545232,甘肃省,定西市,安定区
384,定西,DING XI,中国铁路兰州局,甘肃省 定西市 安定区,103.6596,36.9492,10620563,104.626172,35.59148768,甘肃省,定西市,安定区
432,福利区,FU LI QU,中国铁路兰州局,甘肃省 兰州市 西固区,102.6521,37.4563,36660498,103.6336837,36.09371952,甘肃省,兰州市,西固区
472,甘谷,GAN GU,中国铁路兰州局,甘肃省 天水市 甘谷县,104.3745,36.1129,10510039,105.33042,34.76321616,甘肃省,天水市,甘谷县
476,皋兰,GAO LAN,中国铁路兰州局,甘肃省 兰州市 皋兰县,102.9673,37.7011,8080572,103.9441872,36.33616944,甘肃省,兰州市,皋兰县
